ROW_ID,ICD9_CODE,SHORT_TITLE,LONG_TITLE
8051,8361,Tear lat menisc knee-cur,"Tear of lateral cartilage or meniscus of knee, current"
13000,78605,Shortness of breath,Shortness of breath
14550,V8543,"BMI 50.0-59.9, adult","Body Mass Index 50.0-59.9, adult"
8769,8461,Sprain sacroiliac,Sprain of sacroiliac ligament
4446,4263,Left bb block NEC,Other left bundle branch block
10310,81244,"Fx humer, condyl NOS-cl",Closed fracture of unspecified condyle(s) of humerus
5151,5120,Spont tens pneumothorax,Spontaneous tension pneumothorax
11299,9035,Injury finger vessels,Injury to digital blood vessels
13768,86321,Duodenum injury-closed,"Injury to duodenum, without open wound into cavity"
9988,73302,Idiopathic osteoporosis,Idiopathic osteoporosis
684,1894,Miliary TB NOS-cult dx,"Miliary tuberculosis, unspecified, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
7178,7536,Congen urethral stenosis,Atresia and stenosis of urethra and bladder neck
4540,38630,Labyrinthitis NOS,"Labyrinthitis, unspecified"
11191,7948,Abn liver function study,Nonspecific abnormal results of function study of liver
12387,99812,Hematoma complic proc,Hematoma complicating a procedure
5450,4738,Chronic sinusitis NEC,Other chronic sinusitis
6418,6039,Hydrocele NOS,"Hydrocele, unspecified"
10543,94321,2nd deg burn forearm,"Blisters, epidermal loss [second degree] of forearm"
9510,9578,Injury to mult nerves,Injury to multiple nerves in several parts
1745,2379,Unc beh neo nerv sys NEC,Neoplasm of uncertain behavior of other and unspecified parts of nervous system
12065,7209,Inflam spondylopathy NOS,Unspecified inflammatory spondylopathy
11242,81405,Fx trapezium bone-closed,Closed fracture of trapezium bone [larger multangular] of wrist
12346,99683,Compl heart transplant,Complications of transplanted heart
8998,78099,Other general symptoms,Other general symptoms
5416,4613,Ac sphenoidal sinusitis,Acute sphenoidal sinusitis
9195,71831,Recur dislocat-shlder,"Recurrent dislocation of joint, shoulder region"
7327,7463,Cong aorta valv stenosis,Congenital stenosis of aortic valve
13782,86351,Ascending colon inj-open,"Injury to ascending [right] colon, with open wound into cavity"
3373,3342,Primary cerebellar degen,Primary cerebellar degeneration
4417,4230,Hemopericardium,Hemopericardium
6922,82129,Fx low end femur NEC-cl,Other closed fracture of lower end of femur
5828,57430,Choledocholith/ac gb inf,"Calculus of bile duct with acute cholecystitis, without mention of obstruction"
12196,V0481,Vaccin for influenza,Need for prophylactic vaccination and inoculation against influenza
3405,3379,Autonomic nerve dis NEC,Unspecified disorder of autonomic nervous system
2840,34540,Psymotr epil w/o int epi,"Localization-related (focal) (partial) epilepsy and epileptic syndromes with complex partial seizures, without mention of intractable epilepsy"
1642,2639,Protein-cal malnutr NOS,Unspecified protein-calorie malnutrition
7944,80131,Cl skul base fx w/o coma,"Closed fracture of base of skull with other and unspecified intracranial hemorrhage, with no loss of consciousness"
3071,32082,Mningts gram-neg bct NEC,"Meningitis due to gram-negative bacteria, not elsewhere classified"
2750,2727,Lipidoses,Lipidoses
2273,25082,DMII oth uncntrld,"Diabetes with other specified manifestations, type II or unspecified type, uncontrolled"
511,4189,Oth specf bacteria,"Other specified bacterial infections in conditions classified elsewhere and of unspecified site, other specified bacteria"
3341,29624,Depr psychos-sev w psych,"Major depressive affective disorder, single episode, severe, specified as with psychotic behavior"
12163,V024,Diphtheria carrier,Carrier or suspected carrier of diphtheria
1400,1110,Pityriasis versicolor,Pityriasis versicolor
11396,99582,Adult emotnl/psych abuse,Adult emotional/psychological abuse
5344,4536,Embl suprfcl ves low ext,Venous embolism and thrombosis of superficial vessels of lower extremity
3171,2879,Hemorrhagic cond NOS,Unspecified hemorrhagic conditions
3955,36232,Arterial branch occlus,Retinal arterial branch occlusion
9549,9831,Toxic effect acids,Toxic effect of acids
4742,37515,Tear film insuffic NOS,"Tear film insufficiency, unspecified"
14292,94532,3rd deg burn foot,Full-thickness skin loss [third degree NOS] of foot
12086,7224,Cervical disc degen,Degeneration of cervical intervertebral disc
6954,65641,Intrauter death-deliver,"Intrauterine death, affecting management of mother, delivered, with or without mention of antepartum condition"
13011,78651,Precordial pain,Precordial pain
12922,7249,Back disorder NOS,Other unspecified back disorders
7642,80001,Cl skull vlt fx w/o coma,"Closed fracture of vault of skull without mention of intracranial injury, with no loss of consciousness"
8497,76495,Fet grwth ret 1250-1499g,"Fetal growth retardation, unspecified, 1,250-1,499 grams"
5771,6273,Atrophic vaginitis,Postmenopausal atrophic vaginitis
1706,20208,Nodular lymphoma mult,"Nodular lymphoma, lymph nodes of multiple sites"
7500,6926,Dermatitis due to plant,Contact dermatitis and other eczema due to plants [except food]
8262,7592,Endocrine anomaly NEC,Anomalies of other endocrine glands
1146,1429,Mal neo salivary NOS,"Malignant neoplasm of salivary gland, unspecified"
7910,7612,Oligohydramnios aff NB,Oligohydramnios affecting fetus or newborn
7553,74924,Bilat clft palat/lip-inc,"Cleft palate with cleft lip, bilateral, incomplete"
6054,53270,Chr duodenal ulcer NOS,"Chronic duodenal ulcer without mention of hemorrhage or perforation, without mention of obstruction"
6246,6151,Chr uterine inflammation,"Chronic inflammatory diseases of uterus, except cervix"
8876,71904,Joint effusion-hand,"Effusion of joint, hand"
2752,2729,Lipoid metabol dis NOS,Unspecified disorder of lipoid metabolism
11392,9278,Mult crushing injury arm,Crushing injury of multiple sites of upper limb
12185,V0382,Nd vac strptcs pneumni b,Other specified vaccinations against streptococcus pneumoniae [pneumococcus]
13735,E9424,Adv eff coronary vasodil,Coronary vasodilators causing adverse effects in therapeutic use
11486,E8160,Loss control mv acc-driv,"Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring driver of motor vehicle other than motorcycle"
12123,7823,Edema,Edema
13585,9514,Injury to facial nerve,Injury to facial nerve
3281,29530,Paranoid schizo-unspec,"Paranoid type schizophrenia, unspecified"
12396,99859,Other postop infection,Other postoperative infection
1743,23773,Schwannomatosis,Schwannomatosis
1046,7059,Oth vrl hpat wo hpt coma,Other specified viral hepatitis without mention of hepatic coma
3649,36901,Tot impairment-both eyes,Better eye: total vision impairment; lesser eye: total vision impairment
8518,76516,Preterm NEC 1500-1749g,"Other preterm infants, 1,500-1,749 grams"
13433,E8794,Abn react-fluid aspirat,"Aspiration of fluid as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure"
4159,3671,Myopia,Myopia
4216,4411,Ruptur thoracic aneurysm,"Thoracic aneurysm, ruptured"
13855,73025,Osteomyelitis NOS-pelvis,"Unspecified osteomyelitis, pelvic region and thigh"
13289,80622,T1-t6 fx-cl/ant cord syn,Closed fracture of T1-T6 level with anterior cord syndrome
2070,1980,Second malig neo kidney,Secondary malignant neoplasm of kidney
5753,62570,Vulvodynia NOS,"Vulvodynia, unspecified"
2556,23331,Carcinoma in situ vagina,"Carcinoma in situ, vagina"
4280,4480,Heredit hemorr telangiec,Hereditary hemorrhagic telangiectasia
2601,29690,Episodic mood disord NOS,Unspecified episodic mood disorder
12223,V440,Tracheostomy status,Tracheostomy status
9620,E0069,"Individ sports,athletics",Other activity involving other sports and athletics played individually
60,71,Giardiasis,Giardiasis
1637,262,Oth severe malnutrition,Other severe protein-calorie malnutrition
9460,8911,Open wnd knee/leg-compl,"Open wound of knee, leg [except thigh], and ankle, complicated"
8062,83661,Ant disl prox tibia-open,"Anterior dislocation of tibia, proximal end, open"
6912,8208,Fx neck of femur NOS-cl,Closed fracture of unspecified part of neck of femur
8197,75566,Anomalies of toes NEC,Other anomalies of toes
8530,80180,Opn skul base fx/hem NEC,"Open fracture of base of skull with other and unspecified intracranial hemorrhage, unspecified state of consciousness"
5990,5289,Oral soft tissue dis NEC,Other and unspecified diseases of the oral soft tissues
5914,5856,End stage renal disease,End stage renal disease
2285,2518,Pancreatic disorder NEC,Other specified disorders of pancreatic internal secretion
4995,56962,Colosty/enter comp-mech,Mechanical complication of colostomy and enterostomy
4473,4280,CHF NOS,"Congestive heart failure, unspecified"
12926,72611,Calcif tendinitis shlder,Calcifying tendinitis of shoulder
6300,64673,Liver/bil trct disr-ante,"Liver and biliary tract disorders in pregnancy, antepartum condition or complication"
10437,9172,Blister foot & toe,"Blister of foot and toe(s), without mention of infection"
12822,V596,Liver donor,Liver donors
8765,84512,Sprain metatarsophalang,Sprain of metatarsophalangeal (joint) of foot
8050,8360,Tear med menisc knee-cur,"Tear of medial cartilage or meniscus of knee, current"
10383,90141,Injury pulmonary artery,Injury to pulmonary artery
3093,32362,Postinf encephalitis NEC,Other postinfectious encephalitis and encephalomyelitis
1255,1717,Mal neopl trunk NOS,"Malignant neoplasm of connective and other soft tissue of trunk, unspecified"
1409,1123,Cutaneous candidiasis,Candidiasis of skin and nails
2828,3445,Monoplegia NOS,Unspecified monoplegia
3887,36043,Hemophthalmos,"Hemophthalmos, except current injury"
7968,80161,Opn skl base fx w/o coma,"Open fracture of base of skull with cerebral laceration and contusion, with no loss of consciousness"
11578,E8508,Acc poison-analgesic NEC,Accidental poisoning by other specified analgesics and antipyretics
11790,87264,Open wound of cochlea,"Open wound of cochlea, without mention of complication"
2990,3094,Adj dis-emotion/conduct,Adjustment disorder with mixed disturbance of emotions and conduct
12240,9056,Late effect dislocation,Late effect of dislocation
2448,2156,Ben neo soft tis pelvis,Other benign neoplasm of connective and other soft tissue of pelvis
496,412,Pneumococcus infect NOS,Pneumococcus infection in conditions classified elsewhere and of unspecified site
7486,6869,Local skin infection NOS,Unspecified local infection of skin and subcutaneous tissue
590,5443,H simplex keratitis,Herpes simplex disciform keratitis
2699,30303,Ac alcohol intox-remiss,"Acute alcoholic intoxication in alcoholism, in remission"
13762,86239,Intrathorac inj NEC-open,Injury to other specified intrathoracic organs with open wound into cavity
7497,6923,Topical med dermatitis,Contact dermatitis and other eczema due to drugs and medicines in contact with skin
12066,7210,Cervical spondylosis,Cervical spondylosis without myelopathy
13453,99989,Transfusion reaction NEC,Other transfusion reaction
7200,75460,Talipes valgus,Talipes valgus
9438,81101,"Fx scapul, acrom proc-cl",Closed fracture of acromial process of scapula
2811,34981,Cerebrospinal rhinorrhea,Cerebrospinal fluid rhinorrhea
8035,80065,Opn skl vlt fx-deep coma,"Open fracture of vault of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
5811,5723,Portal hypertension,Portal hypertension
12963,7273,Bursitis NEC,Other bursitis
5435,4660,Acute bronchitis,Acute bronchitis
4236,44321,Dissect carotid artery,Dissection of carotid artery
7636,79959,Cognition sign/sympt NEC,Other signs and symptoms involving cognition
8634,71530,Loc osteoarth NOS-unspec,"Osteoarthrosis, localized, not specified whether primary or secondary, site unspecified"
4315,40390,Hy kid NOS w cr kid I-IV,"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified"
12873,66541,High vaginal lacer-deliv,"High vaginal laceration, delivered, with or without mention of antepartum condition"
5292,5194,Disorders of diaphragm,Disorders of diaphragm
12334,9341,Foreign body bronchus,Foreign body in main bronchus
12487,88122,Opn wound wrist w tendon,"Open wound of wrist, with tendon involvement"
8000,85181,Brain lacer NEC w/o coma,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with no loss of consciousness"
7380,74902,Unilat cleft palate-inc,"Cleft palate, unilateral, incomplete"
4206,44030,Athscl extrm bps gft NOS,Atherosclerosis of unspecified bypass graft of the extremities
2667,30183,Borderline personality,Borderline personality disorder
12601,99889,Oth spcf cmplc procd NEC,Other specified complications of procedures not elsewhere classified
1776,2410,Nontox uninodular goiter,Nontoxic uninodular goiter
2217,2799,Immune mechanism dis NOS,Unspecified disorder of immune mechanism
14099,85109,Cortex contus-concus NOS,"Cortex (cerebral) contusion without mention of open intracranial wound, with concussion, unspecified"
11115,92231,Back contusion,Contusion of back
3985,36275,Sensory retina dystrophy,Other dystrophies primarily involving the sensory retina
3441,340,Multiple sclerosis,Multiple sclerosis
7884,75989,Specfied cong anomal NEC,Other specified congenital anomalies
2280,2511,Oth spcf hypoglycemia,Other specified hypoglycemia
4397,4162,Chr pulmonary embolism,Chronic pulmonary embolism
3449,34200,Flccd hmiplga unspf side,Flaccid hemiplegia and hemiparesis affecting unspecified side
8651,71596,Osteoarthros NOS-l/leg,"Osteoarthrosis, unspecified whether generalized or localized, lower leg"
11337,9670,Poisoning-barbiturates,Poisoning by barbiturates
3376,3348,Spinocerebellar dis NEC,Other spinocerebellar diseases
5084,43840,Lte ef-mplga low lmb NOS,"Late effects of cerebrovascular disease, monoplegia of lower limb affecting unspecified side"
5910,5852,Chro kidney dis stage II,"Chronic kidney disease, Stage II (mild)"
10116,V167,Fam hx-lymph neoplas NEC,Family history of other lymphatic and hematopoietic neoplasms
12779,V580,Radiotherapy encounter,Encounter for radiotherapy
9821,E8830,Diving accident,Accident from diving or jumping into water [swimming pool]
13741,E9430,Adv eff antacids,Antacids and antigastric secretion drugs causing adverse effects in therapeutic use
5803,57149,Chronic hepatitis NEC,Other chronic hepatitis
2842,34550,Part epil w/o intr epil,"Localization-related (focal) (partial) epilepsy and epileptic syndromes with simple partial seizures, without mention of intractable epilepsy"
13308,8065,Opn lumbar fx w cord inj,Open fracture of lumbar spine with spinal cord injury
5550,55300,Unilat femoral hernia,"Femoral hernia without mention of obstruction of gangrene, unilateral or unspecified(not specified as recurrent)"
7764,80126,Cl skul base fx-coma NOS,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with loss of consciousness of unspecified duration"
10279,79319,Ot nonsp ab fnd lung fld,Other nonspecific abnormal finding of lung field
5366,4549,Asympt varicose veins,Asymptomatic varicose veins
9151,85246,Extradural hem-coma NOS,"Extradural hemorrhage following injury without mention of open intracranial wound, with loss of consciousness of unspecified duration"
11639,E9194,Woodworking machine acc,Accidents caused by woodworking and forming machines
11442,99666,React-inter joint prost,Infection and inflammatory reaction due to internal joint prosthesis
10401,9604,Poisoning-tetracycline,Poisoning by tetracycline group
6340,5951,Chr interstit cystitis,Chronic interstitial cystitis
10227,86419,Liver injury NEC-open,Other injury to liver with open wound into cavity
13150,9800,Toxic eff ethyl alcohol,Toxic effect of ethyl alcohol
5272,5183,Pulmonary eosinophilia,Pulmonary eosinophilia
5546,49122,Obs chr bronc w ac bronc,Obstructive chronic bronchitis with acute bronchitis
2657,30122,Schizotypal person dis,Schizotypal personality disorder
11167,94425,2nd deg burn palm,"Blisters, epidermal loss [second degree] of palm"
13791,72813,Postop heterotopic calc,Postoperative heterotopic calcification
11462,E8136,Mv-oth veh coll-ped cycl,Motor vehicle traffic accident involving collision with other vehicle injuring pedal cyclist
4780,37633,Orbital edema,Orbital edema or congestion
3360,33382,Orofacial dyskinesia,Orofacial dyskinesia
14352,E8200,Snow veh acc-driver,Nontraffic accident involving motor-driven snow vehicle injuring driver of motor vehicle other than motorcycle
4952,5641,Irritable bowel syndrome,Irritable bowel syndrome
4373,41400,Cor ath unsp vsl ntv/gft,"Coronary atherosclerosis of unspecified type of vessel, native or graft"
4714,37443,Abnorm innervation synd,Abnormal innervation syndrome of eyelid
5593,56200,Dvrtclo sml int w/o hmrg,Diverticulosis of small intestine (without mention of hemorrhage)
4398,4168,Chr pulmon heart dis NEC,Other chronic pulmonary heart diseases
9139,85232,Opn subdur hem-brf coma,"Subdural hemorrhage following injury with open intracranial wound, with brief [less than one hour] loss of consciousness"
3370,33399,Extrapyramidal dis NEC,Other extrapyramidal diseases and abnormal movement disorders
5791,62981,Rec preg loss wo cur prg,Recurrent pregnancy loss without current pregnancy
85,861,Intes infec rotavirus,Enteritis due to rotavirus
638,3641,Meningococc pericarditis,Meningococcal pericarditis
13770,86330,Small intest inj NOS-opn,"Injury to small intestine, unspecified site, with open wound into cavity"
9281,80400,Cl skul fx w oth bone fx,"Closed fractures involving skull or face with other bones, without mention of intracranial injury, unspecified state of consciousness"
4893,37887,"Skew deviation, eye",Other dissociated deviation of eye movements
5125,501,Asbestosis,Asbestosis
2417,2121,Benign neo larynx,Benign neoplasm of larynx
4393,41513,Saddle embol pulmon art,Saddle embolus of pulmonary artery
9000,7811,Smell & taste disturb,Disturbances of sensation of smell and taste
3096,32372,Toxic myelitis,Toxic myelitis
9389,79001,"Drop, hematocrit, precip",Precipitous drop in hematocrit
1309,1603,Mal neo ethmoidal sinus,Malignant neoplasm of ethmoidal sinus
12974,72762,Biceps tendon rupture,Nontraumatic rupture of tendons of biceps (long head)
2021,1910,Malign neopl cerebrum,"Malignant neoplasm of cerebrum, except lobes and ventricles"
11455,E8129,Mv collis NOS-pers NOS,Other motor vehicle traffic accident involving collision with motor vehicle injuring unspecified person
6479,64864,CV dis NEC-postpartum,"Other cardiovascular diseases of mother, postpartum condition or complication"
1160,1455,Malignant neo palate NOS,"Malignant neoplasm of palate, unspecified"
1761,2388,Uncert behavior neo NEC,Neoplasm of uncertain behavior of other specified sites
11048,V6282,"Bereavement, uncomplicat","Bereavement, uncomplicated"
13424,E8784,Abn react-plast surg NEC,"Other restorative surgery causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation"
11766,8701,Full-thicknes lac eyelid,"Laceration of eyelid, full-thickness, not involving lacrimal passages"
9825,E8840,Fall from playgrnd equip,Accidental fall from playground equipment
12540,E8637,Acc poison-rodenticides,Accidental poisoning by rodenticides
9115,85202,Subarach hem-brief coma,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with brief [less than one hour] loss of consciousness"
6011,5306,Acq esophag diverticulum,"Diverticulum of esophagus, acquired"
6082,53430,Ac marginal ulcer NOS,"Acute gastrojejunal ulcer without mention of hemorrhage or perforation, without mention of obstruction"
7528,6948,Bullous dermatoses NEC,Other specified bullous dermatoses
2040,1943,Malig neo pituitary,Malignant neoplasm of pituitary gland and craniopharyngeal duct
7224,75526,Longitud defic radius,"Longitudinal deficiency, radial, complete or partial (with or without distal deficiencies, incomplete)"
7206,75479,Cong foot deform NEC,Other deformities of feet
824,1504,TB of vertebra-cult dx,"Tuberculosis of vertebral column, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
11604,E8555,Acc poison-adrenergics,Accidental poisoning by sympathomimetics [adrenergics]
9904,E9453,Adv eff musc agt NEC/NOS,Other and unspecified drugs acting on muscles causing adverse effects in therapeutic use
13669,V271,Deliver-single stillborn,"Outcome of delivery, single stillborn"
12897,66604,Third-stage hem-postpart,"Third-stage postpartum hemorrhage, postpartum condition or complication"
11389,92720,Crushing injury of hand,Crushing injury of hand(s)
10124,V1749,Fam hx-cardiovas dis NEC,Family history of other cardiovascular diseases
2714,30422,Cocaine depend-episodic,"Cocaine dependence, episodic"
5472,47820,Disease of pharynx NOS,Unspecified disease of pharynx
6467,64842,Mental dis-deliv w p/p,"Mental disorders of mother, delivered, with mention of postpartum complication"
10633,73396,Stress fx femoral neck,Stress fracture of femoral neck
7719,83411,Disl metacarpophalan-opn,Open dislocation of metacarpophalangeal (joint)
13512,E9393,Adv eff antipsychotc NEC,"Other antipsychotics, neuroleptics, and major tranquilizers causing adverse effects in therapeutic use"
3631,36844,Visual field defect NEC,Other localized visual field defect
2297,2533,Pituitary dwarfism,Pituitary dwarfism
11374,9251,Crush inj face scalp,Crushing injury of face and scalp
11091,V660,Surgical convalescence,Convalescence following surgery
13536,66934,Ac kidney fail-postpart,"Acute kidney failure following labor and delivery, postpartum condition or complication"
87,863,Int inf norwalk virus,Enteritis due to norwalk virus
1317,1613,Mal neo cartilage larynx,Malignant neoplasm of laryngeal cartilages
8061,83660,Dislocat knee NOS-open,"Dislocation of knee, unspecified, open"
3169,2875,Thrombocytopenia NOS,"Thrombocytopenia, unspecified"
4955,5644,Postop GI funct dis NEC,Other postoperative functional disorders
2275,25090,DMII unspf nt st uncntrl,"Diabetes with unspecified complication, type II or unspecified type, not stated as uncontrolled"
3338,29621,Depress psychosis-mild,"Major depressive affective disorder, single episode, mild"
4346,41032,"AMI inferopost, subseq","Acute myocardial infarction of inferoposterior wall, subsequent episode of care"
8205,75612,Spondylolisthesis,Spondylolisthesis
4241,44381,Angiopathy in other dis,Peripheral angiopathy in diseases classified elsewhere
10612,67482,Puerp comp NEC-del w p/p,"Other complications of puerperium, delivered, with mention of postpartum complication"
5160,5131,Abscess of mediastinum,Abscess of mediastinum
13781,86350,Colon injury NOS-open,"Injury to colon, unspecified site, with open wound into cavity"
7322,74601,Cong pulmon valv atresia,"Atresia of pulmonary valve, congenital"
11703,E9288,Accident NEC,Other accidents
1250,1712,Mal neo soft tissue arm,"Malignant neoplasm of connective and other soft tissue of upper limb, including shoulder"
8571,8027,Fx orbital floor-open,Open fracture of orbital floor (blow-out)
12207,V061,Vaccination for DTP-DTaP,"Need for prophylactic vaccination and inoculation against diphtheria-tetanus-pertussis, combined [DTP] [DTaP]"
6324,5935,Hydroureter,Hydroureter
6231,61189,Disorders breast NEC,Other specified disorders of breast
2284,2515,Abnorm secretion gastrin,Abnormality of secretion of gastrin
14368,E9888,Undetermin circumst NEC,"Injury by other specified means, undetermined whether accidentally or purposely inflicted"
10331,81314,Fx up ulna NEC/NOS-open,Other and unspecified open fractures of proximal end of ulna (alone)
14138,71965,Joint symptom NEC-pelvis,"Other symptoms referable to joint, pelvic region and thigh"
6238,6143,Acute parametritis,Acute parametritis and pelvic cellulitis
5852,5759,Dis of gallbladder NOS,Unspecified disorder of gallbladder
10754,E911,Resp obstr-food inhal,Inhalation and ingestion of food causing obstruction of respiratory tract or suffocation
3856,3594,Toxic myopathy,Toxic myopathy
4777,37630,Exophthalmos NOS,"Exophthalmos, unspecified"
4273,4476,Arteritis NOS,"Arteritis, unspecified"
8969,7804,Dizziness and giddiness,Dizziness and giddiness
9144,85239,Opn subdur hem-concuss,"Subdural hemorrhage following injury with open intracranial wound, with concussion, unspecified"
5640,62130,Endometrial hyperpla NOS,"Endometrial hyperplasia, unspecified"
1710,20213,Mycosis fungoides abdom,"Mycosis fungoides, intra-abdominal lymph nodes"
5611,6183,Uterovag prolaps-complet,"Uterovaginal prolapse, complete"
12114,7818,Neurologic neglect syndr,Neurologic neglect syndrome
9877,E9019,Excessive cold NOS,Accident due to excessive cold of unspecified origin
7468,82529,Fx foot bone NEC-closed,Other closed fracture of tarsal and metatarsal bones
7784,8406,Sprain supraspinatus,Supraspinatus (muscle) (tendon) sprain
2744,2721,Pure hyperglyceridemia,Pure hyperglyceridemia
10211,9164,Insect bite hip & leg,"Insect bite, nonvenomous, of hip, thigh, leg, and ankle, without mention of infection"
4340,41012,"AMI anterior wall,subseq","Acute myocardial infarction of other anterior wall, subsequent episode of care"
12463,8799,Opn wound site NOS-compl,"Open wound(s) (multiple) of unspecified site(s), complicated"
12168,V0259,Bacteria dis carrier NEC,Carrier or suspected carrier of other specified bacterial diseases
2572,29634,Rec depr psych-psychotic,"Major depressive affective disorder, recurrent episode, severe, specified as with psychotic behavior"
6469,64844,Mental disorder-postpart,"Mental disorders of mother, postpartum condition or complication"
11104,9198,Superficial injury NEC,"Other and unspecified superficial injury of other, multiple, and unspecified sites, without mention of infection"
11623,E8603,Acc poisn-isopropyl alc,Accidental poisoning by isopropyl alcohol
12379,99779,Vascular comp vessel NEC,Vascular complications of other vessels
10800,E8042,Fall from train-pedest,"Fall in, on, or from railway train injuring pedestrian"
11809,7420,Encephalocele,Encephalocele
2894,30493,Drug depend NOS-remiss,"Unspecified drug dependence, in remission"
7191,75441,Cong knee dislocation,Congenital dislocation of knee (with genu recurvatum)
9627,E0076,Basketball,Activities involving basketball
7368,7481,Nose anomaly NEC,Other anomalies of nose
653,3840,Gram-neg septicemia NOS,"Septicemia due to gram-negative organism, unspecified"
9050,77181,NB septicemia [sepsis],Septicemia [sepsis] of newborn
13075,V1002,Hx-oral/pharynx malg NEC,Personal history of malignant neoplasm of other and unspecified oral cavity and pharynx
1790,24281,Thyrotox orig NEC w cris,Thyrotoxicosis of other specified origin with mention of thyrotoxic crisis or storm
5881,5810,"Nephrotic syn, prolifer",Nephrotic syndrome with lesion of proliferative glomerulonephritis
3724,3708,Keratitis NEC,Other forms of keratitis
12102,7230,Cervical spinal stenosis,Spinal stenosis in cervical region
10769,E9174,Stat ob w/o sub fall NEC,Striking against or struck accidentally by other stationary object without subsequent fall
7938,76383,Ab ftl hrt rt/rhy NOS,"Abnormality in fetal heart rate or rhythm, unspecified as to time of onset"
10920,7388,Acq deformity NEC,Acquired deformity of other specified site
10859,E956,Injury-cut instrument,Suicide and self-inflicted injury by cutting and piercing instrument
4232,44289,Aneurysm NEC,Aneurysm of other specified artery
12757,E8238,Oth coll stn obj-per NEC,Other motor vehicle nontraffic accident involving collision with stationary object injuring other specified person
12710,72402,"Spin sten,lumbr wo claud","Spinal stenosis, lumbar region, without neurogenic claudication"
4459,4270,Parox atrial tachycardia,Paroxysmal supraventricular tachycardia
12076,72190,Spondylos NOS w/o myelop,"Spondylosis of unspecified site, without mention of myelopathy"
4617,38871,Otogenic pain,Otogenic pain
2787,2762,Acidosis,Acidosis
2852,34600,Mgrn w aura wo ntrc mgrn,"Migraine with aura, without mention of intractable migraine without mention of status migrainosus"
9377,78959,Ascites NEC,Other ascites
2316,25541,Glucocorticoid deficient,Glucocorticoid deficiency
5314,52109,Dental caries NEC,Other dental caries
3287,29540,Schizophreniform dis NOS,"Schizophreniform disorder, unspecified"
2437,2141,Lipoma skin NEC,Lipoma of other skin and subcutaneous tissue
12596,E8716,FB post heart catheter,Foreign object left in body during heart catheterization
2884,30471,Opioid/other dep-contin,"Combinations of opioid type drug with any other drug dependence, continuous"
2965,30752,Pica,Pica
6128,53782,Angio stm/dudn w/o hmrhg,Angiodysplasia of stomach and duodenum without mention of hemorrhage
8622,71516,Loc prim osteoart-l/leg,"Osteoarthrosis, localized, primary, lower leg"
12010,V5399,Fit/adjust device NEC,"Fitting and adjustment, other device"
12848,V6109,Family disruption NEC,Other family disruption
5733,6238,Noninflam dis vagina NEC,Other specified noninflammatory disorders of vagina
3202,28952,Splenic sequestration,Splenic sequestration
2813,34989,Cns disorder NEC,Other specified disorders of nervous system
5774,6279,Menopausal disorder NOS,Unspecified menopausal and postmenopausal disorder
8683,7673,Bone injury NEC at birth,Other injuries to skeleton due to birth trauma
1460,118,Opportunistic mycoses,Opportunistic mycoses
3252,29383,Mood disorder other dis,Mood disorder in conditions classified elsewhere
11813,7424,Brain anomaly NEC,Other specified congenital anomalies of brain
7219,75521,Transverse defic arm,Transverse deficiency of upper limb
13472,E0030,Ice Skating,Activities involving ice skating
2995,3099,Adjustment reaction NOS,Unspecified adjustment reaction
6116,53642,Gastrostomy comp - mech,Mechanical complication of gastrostomy
11646,E9201,Acc-power hand tool NEC,Accidents caused by other powered hand tools
13832,73002,Ac osteomyelitis-up/arm,"Acute osteomyelitis, upper arm"
12580,E8700,Acc cut/hem in surgery,"Accidental cut, puncture, perforation or hemorrhage during surgical operation"
2848,34580,Epilep NEC w/o intr epil,"Other forms of epilepsy and recurrent seizures, without mention of intractable epilepsy"
2931,30593,Drug abuse NEC-in remiss,"Other, mixed, or unspecified drug abuse, in remission"
9778,E8353,Wtrcraft fall NOS-pasngr,Other and unspecified fall in water transport injuring occupant of other watercraft -- other than crew
12513,94840,40-49% bdy brn/3 deg NOS,"Burn [any degree] involving 40-49 percent of body surface with third degree burn, less than 10 percent or unspecified"
3257,29410,Dementia w/o behav dist,Dementia in conditions classified elsewhere without behavioral disturbance
1592,25001,DMI wo cmp nt st uncntrl,"Diabetes mellitus without mention of complication, type I [juvenile type], not stated as uncontrolled"
9252,7760,NB hemorrhagic disease,Hemorrhagic disease of newborn
3342,29625,Depr psychos-part remiss,"Major depressive affective disorder, single episode, in partial or unspecified remission"
10776,E9190,Machine accid-agricult,Accidents caused by agricultural machines
2944,3068,Psychogenic disorder NEC,Other specified psychophysiological malfunction
8203,75610,Anomaly of spine NOS,"Anomaly of spine, unspecified"
11620,E8600,Acc poisn-alcohol bevrag,Accidental poisoning by alcoholic beverages
